Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales
4033,WWE Wrestlemania X8,GC,2002,THQ,0.38,0.1
4034,Sonic Lost World,3DS,2013,Sega,0.24,0.15
4035,Power Rangers: Dino Thunder,GBA,2003,THQ,0.35,0.13
4036,GoldenEye: Rogue Agent,XB,2004,Electronic Arts,0.34,0.13
4037,Ultimate I Spy,Wii,2008,Scholastic Inc.,0.45,0
4038,SpongeBob SquarePants: Creature from the Krusty Krab,DS,2006,THQ,0.45,0
4039,The Sims,GC,2003,Electronic Arts,0.35,0.13
4040,Grandia III,PS2,2005,Square Enix,0.12,0.1
4041,FIFA Soccer 09,DS,2008,Electronic Arts,0.12,0.31
4042,Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,PS2,2006,Namco Bandai Games,0,0
4043,Mario & Wario,SNES,1993,Nintendo,0,0
4044,Scarface: The World is Yours,XB,2006,Vivendi Games,0.37,0.11
4045,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Wii,2009,Activision,0.24,0.2
4046,Pokemon Art Academy,3DS,2014,Nintendo,0.18,0.12
4047,FIFA Soccer 64,N64,1997,Electronic Arts,0.16,0.3
4048,Dragon Ball Z: Burst Limit,X360,2008,Atari,0.24,0.18
4049,Bakugan Battle Brawlers: Defenders of the Core,DS,2010,Activision,0.42,0.02
4050,Medal of Honor,PC,2010,Electronic Arts,0.2,0.23
4051,Doom 3 BFG Edition,X360,2012,Bethesda Softworks,0.28,0.17
4052,J-League Pro Soccer Club wo Tsukurou! 2,SAT,1997,Sega,0,0
4053,Terraria,PS3,2013,505 Games,0.07,0.26
4054,Backyard Baseball,PS2,2004,Atari,0.24,0.19
4055,WipEout Pulse,PS2,2009,Sony Computer Entertainment,0,0.15
4056,Barbie Horse Adventures: Wild Horse Rescue,PS2,2003,Universal Interactive,0.24,0.19
4057,Epic Mickey: Power of Illusion,3DS,2012,Disney Interactive Studios,0.36,0.04
4058,LEGO Marvel Super Heroes,DS,2013,Warner Bros. Interactive Entertainment,0.28,0.17
4059,Taiko no Tatsujin: Appare Sandaime,PS2,2003,Namco Bandai Games,0,0
4060,Alone in the Dark,X360,2008,Atari,0.14,0.3
4061,One Piece: Grand Battle!,PS,2001,Atari,0,0
4062,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PS2,2009,Activision,0.25,0.01
4063,Football Manager Handheld 2009,PSP,2008,Sega,0,0.47
4064,Sniper: Art of Victory,PC,2008,City Interactive,0,0.45
4065,Crazy Taxi,GC,2001,Acclaim Entertainment,0.36,0.09
4066,Spy Hunter 2,PS2,2003,Midway Games,0.24,0.19
4067,F1 2014,PS3,2014,Codemasters,0.07,0.31
4068,Pac-Man World 2,XB,2002,Namco Bandai Games,0.36,0.11
4069,Bass Pro Shops: The Strike,Wii,2009,XS Games,0.45,0
4070,Die Hard Trilogy 2: Viva Las Vegas,PS,1999,Fox Interactive,0.27,0.18
4071,Jake Power: Fireman,DS,2008,Ubisoft,0.08,0.35
4072,Asphalt 3D,3DS,2011,Ubisoft,0.27,0.16
4073,Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,PS2,2001,Hudson Soft,0,0
4074,Steel Diver,3DS,2011,Nintendo,0.31,0.1
4075,Tales of Legendia,PS2,2005,Namco Bandai Games,0.07,0.05
4076,SimCity 2000,SNES,1995,THQ,0,0
4077,Crash of the Titans,DS,2007,Vivendi Games,0.42,0.02
4078,Far Cry 2,PC,2008,Ubisoft,0.01,0.45
4079,Battlefield: Hardline,PS3,2015,Electronic Arts,0.12,0.23
4080,Harry Potter and the Order of the Phoenix,Wii,2007,Electronic Arts,0.38,0.06
4081,Rayman Raving Rabbids: TV Party,DS,2008,Ubisoft,0.44,0.01
4082,F.E.A.R. 2: Project Origin,PS3,2009,Warner Bros. Interactive Entertainment,0.19,0.21
4083,Sonic & All-Stars Racing Transformed,PSV,2012,Sega,0.12,0.25
4084,Scene It? Lights Camera Action,X360,2007,Microsoft Game Studios,0.43,0.02
4085,Dead Space Extraction,Wii,2009,Electronic Arts,0.33,0.11
4086,Scrabble 2007 Edition,DS,2007,Ubisoft,0,0.48
4087,Shrek the Third,PS2,2007,Activision,0.4,0.02
4088,Metal Gear Solid HD Edition,PSV,2012,Konami Digital Entertainment,0.16,0.18
4089,Children of Mana,DS,2006,Nintendo,0.16,0.01
4090,Madagascar: Operation Penguin,GBA,2005,Activision,0.35,0.13
4091,Active Life: Extreme Challenge,Wii,2009,Namco Bandai Games,0.15,0.27
4092,The Sims 2: Pets,Wii,2007,Electronic Arts,0.42,0.03
4093,Mario Golf: World Tour,3DS,2014,Nintendo,0.15,0.14
4094,Need for Speed: Porsche Unleashed,GBA,2004,Zoo Digital Publishing,0.35,0.13
4095,Yu-Gi-Oh! Forbidden Memories (JP sales),PS,1999,Konami Digital Entertainment,0,0
4096,NFL Street 2,XB,2004,Electronic Arts,0.36,0.11
4097,Silent Hill: Shattered Memories,Wii,2009,Konami Digital Entertainment,0.23,0.19
4098,Millipede,2600,1983,Atari,0.45,0.03
4099,The Legend of the Mystical Ninja,SNES,1991,Konami Digital Entertainment,0,0
4100,You're in the Movies,X360,2008,Microsoft Game Studios,0.27,0.17
4101,Dark Sector,X360,2008,D3Publisher,0.22,0.2
4102,James Bond 007: Blood Stone,X360,2010,Activision,0.2,0.24
4103,Jeopardy!,PS2,2003,Atari,0.24,0.18
4104,Destroy All Humans! 2,PS2,2006,THQ,0.4,0.02
4105,ECW Hardcore Revolution,PS,1999,Acclaim Entertainment,0.27,0.18
4106,Pinball Hall of Fame: The Williams Collection,Wii,2008,System 3 Arcade Software,0.42,0.03
4107,Tiger Woods PGA Tour 07,X360,2006,Electronic Arts,0.44,0
4108,Wu-Tang: Shaolin Style,PS,1998,Activision,0.27,0.18
4109,World of Warcraft: Warlords of Draenor,PC,2014,Activision Blizzard,0.08,0.36
4110,Rock Band Unplugged,PSP,2009,MTV Games,0.24,0.15
4111,OkamiDen,DS,2010,Capcom,0.25,0.07
4112,Crash: Mind Over Mutant,X360,2008,Vivendi Games,0.22,0.21
4113,2010 FIFA World Cup South Africa,PSP,2010,Electronic Arts,0.09,0.24
4114,Secret Weapons Over Normandy,PS2,2003,LucasArts,0.24,0.18
4115,Go Diego Go! Great Dinosaur Rescue,DS,2008,Take-Two Interactive,0.44,0.01
4116,All-Star Baseball 99,N64,1998,Acclaim Entertainment,0.44,0.04
4117,Harvest Moon 64,N64,1999,Pack In Soft,0.25,0.06
4118,NCAA Football 09,PS2,2008,Electronic Arts,0.4,0.02
4119,Bratz: The Movie,PS2,2007,THQ,0.24,0.18
4120,FIFA Soccer 13,WiiU,2012,Electronic Arts,0.18,0.26
4121,Harvest Moon DS (US sales),DS,2005,Rising Star Games,0.41,0.07
4122,Vigilante 8: 2nd Offense,PS,1999,Activision,0.27,0.18
4123,Two Worlds II,PS3,2011,Unknown,0.26,0.11
4124,Football Manager 2015,PC,2014,Sega,0,0.43
4125,Theme Park Roller Coaster,PS2,2000,Electronic Arts,0.23,0.18
4126,Need for Speed: Hot Pursuit,Wii,2010,Electronic Arts,0.18,0.24
4127,Skylanders: SuperChargers,WiiU,2015,Activision,0.25,0.18
4128,Viva Pinata: Trouble in Paradise,X360,2008,Microsoft Game Studios,0.16,0.25
4129,Nickelodeon Team Umizoomi,DS,2011,Take-Two Interactive,0.45,0
4130,FlingSmash,Wii,2010,Nintendo,0.38,0.01
4131,NFL Xtreme 2,PS,1999,989 Studios,0.27,0.18
4132,Spider-Man 3,Wii,2007,Activision,0.42,0.02
4133,Midnight Club: Street Racing,GBA,2001,Rebellion,0.34,0.13
4134,Dynasty Warriors Gundam,PS3,2007,Tecmo Koei,0.14,0.01
4135,Tomb Raider: Underworld,Wii,2008,Eidos Interactive,0.14,0.28
4136,Final Fantasy Crystal Chronicles: Echoes of Time,DS,2009,Square Enix,0.12,0.06
4137,Fable,X360,2014,Microsoft Game Studios,0.25,0.19
4138,Tiger Woods PGA Tour 06,XB,2005,Electronic Arts,0.35,0.11
4139,FIFA World Cup Germany 2006,X360,2006,Electronic Arts,0.19,0.27
4140,Up,PS2,2009,THQ,0.19,0.05
4141,Grand Prix,2600,1981,Activision,0.45,0.03
4142,Ford Racing Off Road,Wii,2008,Xplosiv,0.06,0.4
4143,SimCity Creator,Wii,2008,Electronic Arts,0.37,0.03
4144,World of Outlaws: Sprint Cars 2002,PS2,2002,Ignition Entertainment,0.23,0.18
4145,Cars: Race-O-Rama,DS,2009,THQ,0.35,0.09
4146,Emergency Heroes,Wii,2008,Ubisoft,0.15,0.27
4147,Sonic the Hedgehog,PS3,N/A,N/A,0,0.48
4148,Fantavision,PS2,2000,Sony Computer Entertainment,0.14,0.11
4149,Double Dragon,2600,1989,Activision,0.45,0.02
4150,Alien Trilogy,PS,1996,Acclaim Entertainment,0.24,0.16
4151,NBA Live 99,N64,1998,Electronic Arts,0.45,0.02
4152,Bravely Second: End Layer,3DS,2015,Nintendo,0.16,0.11
4153,Karate,2600,N/A,Ultravision,0.44,0.03
4154,Dark Sector,PS3,2008,D3Publisher,0.23,0.16
4155,Unreal Tournament III,X360,2008,Midway Games,0.25,0.17
4156,X-Men: Next Dimension,PS2,2002,Activision,0.23,0.18
4157,Street Fighter X Tekken,X360,2012,Capcom,0.31,0.1
4158,The Godfather (JP sales),PS2,2006,Electronic Arts,0.39,0.02
4159,MySims Racing,Wii,2009,Electronic Arts,0.19,0.23
4160,Hamsterz Life,DS,2006,Ubisoft,0.43,0.01
4161,Dragon Age Origins: Awakening,X360,2010,Electronic Arts,0.33,0.1
4162,Super Puyo Puyo 2,SNES,1995,Compile,0,0
4163,Gauntlet Legends,PS,2000,Midway Games,0.26,0.18
4164,Castlevania: Dawn of Sorrow,DS,2005,Konami Digital Entertainment,0.37,0.04
4165,Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014,Namco Bandai Games,0.15,0.16
4166,Deadpool,PS3,2013,Activision,0.23,0.17
4167,WipEout,PS,1995,Psygnosis,0.26,0.18
4168,ICO,PS2,2001,Sony Computer Entertainment,0.23,0.18
4169,Silent Hill: Downpour,PS3,2012,Konami Digital Entertainment,0.21,0.16
4170,2014 FIFA World Cup Brazil,X360,2014,Electronic Arts,0.14,0.28
4171,WWE SmackDown vs. Raw 2011,Wii,2010,THQ,0.3,0.13
4172,Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Wii,2011,Square Enix,0,0
4173,Victorious Boxers: Ippo's Road to Glory,PS2,2000,Empire Interactive,0.05,0.04
4174,Petz Sports,Wii,2008,Ubisoft,0.42,0.01
4175,Lego Batman 3: Beyond Gotham,WiiU,2014,Warner Bros. Interactive Entertainment,0.23,0.21
4176,Densetsu no Stafi,GBA,2002,Nintendo,0,0
4177,Valkyrie Profile 2: Silmeria,PS2,2006,Square Enix,0.04,0.03
4178,Hot Wheels Velocity X,PS2,2002,THQ,0.23,0.18
4179,Shadowrun,X360,2007,Microsoft Game Studios,0.41,0.02
4180,FIFA Soccer 13,PSV,2012,Electronic Arts,0,0.3
4181,Virtua Tennis 4: World Tour,PSV,2011,Sega,0.05,0.3
4182,"Warhammer 40,000: Dawn of War II",PC,2009,THQ,0,0.45
4183,Crazy Taxi: Fare Wars,PSP,2007,Sega,0.1,0.22
4184,Clash of Elementalists,DS,2010,Level 5,0,0
4185,Spider-Man 3,DS,2007,Activision,0.41,0.02
4186,Disney Infinity 3.0,PS3,2015,Disney Interactive Studios,0.14,0.25
4187,L.A. Rush,PS2,2005,Midway Games,0.23,0.18
4188,Bomberman Hero,N64,1998,Nintendo,0.27,0.06
4189,Automobili Lamborghini,N64,1997,Titus,0.28,0.17
4190,Quest 64,N64,1998,Konami Digital Entertainment,0.38,0.08
4191,Momotarou Dentetsu V,PS,1999,Hudson Entertainment,0,0
4192,Doom 64,N64,1997,Midway Games,0.38,0.08
4193,Boom Blox Bash Party,Wii,2009,Electronic Arts,0.34,0.09
4194,The Sims 3: Ambitions,PC,2010,Electronic Arts,0,0.29
4195,Dead or Alive 4,X360,2005,Tecmo Koei,0.3,0.03
4196,Commando,2600,1987,Activision,0.44,0.02
4197,Rise of Nightmares,X360,2011,Sega,0.28,0.13
4198,The Princess and the Frog,Wii,2009,Disney Interactive Studios,0.29,0.13
4199,NBA Ballers: Phenom,PS2,2006,Midway Games,0.23,0.18
4200,Need for Speed Carbon,XB,2006,Electronic Arts,0.35,0.1
4201,Tiger Woods PGA Tour 07,Wii,N/A,Electronic Arts,0.43,0
4202,NHL 16,XOne,2015,Electronic Arts,0.37,0.05
4203,FIFA 12,PC,2011,Electronic Arts,0.04,0.33
4204,MTV Music Generator,PS,1999,Codemasters,0.26,0.18
4205,Spider-Man: Friend or Foe,DS,2007,Activision,0.43,0
4206,Major League Baseball 2K13,X360,2013,Take-Two Interactive,0.44,0
4207,Super Momotarou Dentetsu DX,SNES,1995,Hudson Soft,0,0
4208,World Soccer Winning Eleven 8: Liveware Evolution,PS2,2005,Konami Digital Entertainment,0,0
4209,The Sims 3: Outdoor Living Stuff,PC,2011,Electronic Arts,0,0.38
4210,Cars: Race-O-Rama,PS2,2009,THQ,0.27,0.03
4211,Downhill Domination,PS2,2003,Codemasters,0.23,0.18
4212,NHL 15,X360,2014,Electronic Arts,0.35,0.07
4213,Pirates of the Caribbean: Dead Man's Chest,GBA,2006,Disney Interactive Studios,0.33,0.12
4214,World Series of Poker,PS2,2005,Activision,0.39,0.01
4215,Inazuma Eleven Go 2: Chrono Stone,3DS,2012,Level 5,0,0.01
4216,NHL 97,PS,1996,Electronic Arts,0.26,0.18
4217,We Sing Encore,Wii,2010,Nordic Games,0,0.41
4218,Kong: The 8th Wonder of the World,GBA,2005,Ubisoft,0.33,0.12
4219,MX vs. ATV: Alive,PS3,2011,THQ,0.24,0.15
4220,Mega Man Star Force 3: Black Ace / Red Joker,DS,2008,Capcom,0.22,0
4221,Crayola: Treasure Adventures,DS,2007,Ignition Entertainment,0.43,0.01
4222,Godzilla: Save the Earth,PS2,2004,Atari,0.23,0.18
4223,Dance Dance Revolution: Mario Mix,GC,2005,Nintendo,0.36,0.09
4224,Metal Gear Solid: The Twin Snakes,GC,2004,Konami Digital Entertainment,0.3,0.08
4225,Imagine: Figure Skater (US sales),DS,2007,Ubisoft,0.46,0.01
4226,Mat Hoffman's Pro BMX 2,PS2,2002,Activision,0.23,0.18
4227,Metal Gear Solid: The Essential Collection,PS2,2007,Konami Digital Entertainment,0.23,0.18
4228,The Legend of Spyro: Dawn of the Dragon,DS,2008,Vivendi Games,0.26,0.15
4229,Iridion 3D,GBA,2001,THQ,0.33,0.12
4230,MX vs. ATV Untamed,PS3,2007,THQ,0.35,0.06
4231,Classic NES Series: Pac-Man,GBA,2004,Nintendo,0.25,0.09
4232,Destroy All Humans!,XB,2005,THQ,0.34,0.11
4233,Dragon Ball Z: Collectible Card Game,GBA,2002,Infogrames,0.33,0.12
4234,Circus Atari,2600,N/A,Atari,0.43,0.03
4235,Country Dance 2,Wii,2011,GameMill Entertainment,0.44,0
4236,Razor Freestyle Scooter,PS,1999,Ubisoft,0.26,0.17
4237,Crash of the Titans,Wii,2007,Vivendi Games,0.4,0.03
4238,F.E.A.R. 3,PS3,2011,Warner Bros. Interactive Entertainment,0.21,0.17
4239,Disney's Kim Possible 3: Team Possible,GBA,2005,Disney Interactive Studios,0.33,0.12
4240,Rygar: The Legendary Adventure,PS2,2002,Wanadoo,0.2,0.15
4241,Syphon Filter: Logan's Shadow,PSP,2007,Sony Computer Entertainment,0.25,0.12
4242,Super Batter Up,SNES,1992,Namco Bandai Games,0,0
4243,Kessen II,PS2,2001,THQ,0.13,0.1
4244,Crayon Shin-Chan: Arashi o Yobu Enji,SNES,1993,Namco Bandai Games,0,0
4245,Stuart Little 2,GBA,2002,Activision,0.33,0.12
4246,Wolfenstein: The New Order,PC,2014,Bethesda Softworks,0.12,0.29
4247,"Warhammer 40,000: Space Marine",PS3,2011,THQ,0.13,0.25
4248,Tak 2: The Staff of Dreams,GBA,2004,THQ,0.33,0.12
4249,Art Academy: Lessons for Everyone,3DS,2012,Nintendo,0.2,0.03
4250,Sid Meier's Civilization Revolution,DS,2008,Take-Two Interactive,0.38,0.03
4251,ATV Offroad Fury Pro,PSP,2006,Sony Computer Entertainment,0.37,0.04
4252,Dora The Explorer: Dora Saves the Snow Princess,DS,2008,Take-Two Interactive,0.27,0.16
4253,SingStar Amped,PS2,2007,Sony Computer Entertainment,0.23,0.18
4254,Brothers In Arms: Earned in Blood,PS2,2005,Ubisoft,0.38,0.01
4255,Walk it Out!,Wii,2010,Konami Digital Entertainment,0.36,0.06
4256,Transformers: Dark of the Moon - Autobots/Decepticons,DS,2011,Activision,0.34,0.09
4257,Dragon Ball Z: Sagas,PS2,2005,Atari,0.38,0.01
4258,Scooby-Doo,GBA,2001,THQ,0.33,0.12
4259,The Legend of Spyro: Dawn of the Dragon,PS3,2008,Vivendi Games,0.19,0.19
4260,Hydro Thunder,PS,1999,Midway Games,0.26,0.17
4261,Brothers In Arms: D-Day,PSP,2006,Ubisoft,0.23,0.14
4262,American Girl: Kit Mystery Challenge!,DS,2008,THQ,0.42,0
4263,Mario & Sonic at the Rio 2016 Olympic Games,3DS,2016,Nintendo,0.04,0.16
4264,NHL FaceOff '97,PS,1996,Sony Computer Entertainment,0.26,0.17
4265,Deadpool,X360,2013,Activision,0.26,0.16
4266,Brothers In Arms: Road to Hill 30,PS2,2005,Ubisoft,0.38,0.01
4267,Virtua Tennis 4,PS3,2011,Sega,0.09,0.25
4268,EA Sports UFC,XOne,2014,Electronic Arts,0.3,0.12
4269,Gremlins,2600,1983,Atari,0.43,0.03
4270,The Mark of Kri,PS2,2002,Sony Computer Entertainment,0.22,0.18
4271,Jampack Winter 2003 (RP-M),PS2,2003,Sony Computer Entertainment,0.22,0.18
4272,Rugrats: Castle Capers,GBA,2001,THQ,0.33,0.12
4273,Crash Nitro Kart,GBA,2003,Vivendi Games,0.33,0.12
4274,Star Wars The Clone Wars: Republic Heroes,PS3,2009,LucasArts,0.19,0.19
4275,Farming Simulator 2015,PS3,2015,Koch Media,0.11,0.28
4276,Bleach: The Blade of Fate,DS,2006,Sega,0.3,0.01
4277,Madden NFL 12,Wii,2011,Electronic Arts,0.43,0
4278,LEGO Rock Band,DS,2009,Warner Bros. Interactive Entertainment,0.33,0.09
4279,Mad Max (2015),XOne,2015,Warner Bros. Interactive Entertainment,0.26,0.16
4280,"Barbie: Jet, Set & Style!",DS,2011,THQ,0.37,0.05
4281,Jak and Daxter: The Lost Frontier,PS2,2009,Sony Computer Entertainment,0.22,0.17
4282,Momotarou Dentetsu 11,PS2,2002,Hudson Soft,0,0
4283,Command & Conquer: Red Alert 3,X360,2008,Electronic Arts,0.18,0.23
4284,Tomb Raider: Legend,PSP,2006,Eidos Interactive,0.09,0.24
4285,Skylanders: SuperChargers,X360,2015,Activision,0.24,0.18
4286,The Golden Compass,X360,2007,Sega,0.3,0.12
4287,Star Wars: Demolition,PS,2000,Activision,0.25,0.17
4288,Scooby-Doo! and the Spooky Swamp,Wii,2010,Warner Bros. Interactive Entertainment,0.29,0.13
4289,Sword Art Online: Lost Song,PSV,2015,Namco Bandai Games,0.08,0.1
4290,Bloody Roar II,PS,1999,Virgin Interactive,0.25,0.17
4291,Delta Force: Black Hawk Down,PS2,2005,NovaLogic,0.22,0.17
4292,Burnout Dominator,PSP,2007,Electronic Arts,0.02,0.38
4293,NBA Live 07,X360,2006,Electronic Arts,0.42,0
4294,Vin Diesel: Wheelman,X360,2009,Ubisoft,0.24,0.17
4295,Space Invaders,SNES,1994,Taito,0,0
4296,.hack//Outbreak Part 3,PS2,2002,Atari,0.14,0.11
4297,Rayman Legends,X360,2013,Ubisoft,0.19,0.23
4298,Mother 1+2,GBA,2003,Nintendo,0,0
4299,Hyperdimension Neptunia,PS3,2010,Tecmo Koei,0.22,0.11
4300,iCarly,Wii,2009,Activision,0.42,0
4301,Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,2015,Nintendo,0.05,0.05
4302,Harry Potter and the Deathly Hallows - Part 1,X360,2010,Electronic Arts,0.21,0.2
4303,Top Spin,XB,2003,Microsoft Game Studios,0.36,0.08
4304,Disney Guilty Party,Wii,2010,Disney Interactive Studios,0.43,0
4305,Warhawk,PS,1995,Sony Computer Entertainment,0.25,0.17
4306,Pirates of the Caribbean: At World's End,Wii,2007,Disney Interactive Studios,0.39,0.02
4307,Red Faction: Armageddon,PS3,2011,THQ,0.2,0.16
4308,DanceStar Party,PS3,2011,Sony Computer Entertainment,0,0.35
4309,Persona 4: Dancing All Night,PSV,2015,Nippon Ichi Software,0.13,0.1
4310,Tales of Vesperia,PS3,2009,Namco Bandai Games,0,0
4311,Thief (2014),XOne,2014,Square Enix,0.26,0.15
4312,Dynasty Warriors: Strikeforce,PSP,2009,Ubisoft Annecy,0.03,0.03
4313,2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,GBA,2005,THQ,0.33,0.12
4314,Tales of Hearts,PSV,2013,Namco Bandai Games,0.15,0.13
4315,Missile Command,PS,1999,Atari,0.25,0.17
4316,Lego Batman 3: Beyond Gotham,3DS,2014,Warner Bros. Interactive Entertainment,0.21,0.21
4317,Barbie as The Island Princess,Wii,2007,Activision,0.42,0
4318,Jikkyou Powerful Pro Yakyuu 3,SNES,1996,Konami Digital Entertainment,0,0
4319,The Walking Dead: Season One,PS4,2014,Telltale Games,0.12,0.25
4320,Jikkyou Powerful Pro Yakyuu 12,PS2,2005,Konami Digital Entertainment,0,0
4321,Enter the Matrix,GC,2003,Atari,0.34,0.09
4322,Crash: Mind Over Mutant,Wii,2008,Vivendi Games,0.36,0.06
4323,NASCAR 2005: Chase for the Cup,XB,2004,Electronic Arts,0.34,0.1
4324,J-League Excite Stage '95,SNES,1995,Epoch,0,0
4325,The New York Times Crosswords,DS,2007,Majesco Entertainment,0.42,0
4326,Phantasy Star Online Episode I & II,GC,2002,Infogrames,0.23,0.06
4327,Moshi Monsters: Moshlings Theme Park,DS,2012,Activision,0.03,0.37
4328,The Powerpuff Girls: Relish Rampage,PS2,2002,BAM! Entertainment,0.22,0.17
4329,Resistance: Burning Skies,PSV,2012,Sony Computer Entertainment,0.21,0.16
4330,NBA 2K13,Wii,2012,Take-Two Interactive,0.39,0.03
4331,Dead or Alive: Dimensions,3DS,2011,Ubisoft Annecy,0.13,0.21
4332,The Chronicles of Riddick: Escape from Butcher Bay,XB,N/A,Vivendi Games,0.32,0.11
4333,Brain Challenge,DS,2008,Ubisoft,0.41,0.01
4334,NFL Head Coach,PS2,2006,Electronic Arts,0.38,0.01
4335,Watch Dogs,PC,2014,Ubisoft,0.14,0.26
4336,Karaoke Revolution Presents American Idol Encore,Wii,2008,Konami Digital Entertainment,0.42,0
4337,Major League Baseball 2K11,X360,2011,Take-Two Interactive,0.4,0.03
4338,Enemy Territory: Quake Wars,X360,2008,Activision,0.3,0.11
4339,Ghostbusters,2600,1985,Activision,0.42,0.03
4340,NCAA Gamebreaker 99,PS,1998,989 Studios,0.25,0.17
4341,Area 51,PS2,2005,Midway Games,0.22,0.17
4342,World Stadium 2,PS,1998,Namco Bandai Games,0,0
4343,Sega Rally Revo,X360,2007,Sega,0.12,0.28
4344,NHL 2005,PS2,2004,Electronic Arts,0.22,0.17
4345,TNA iMPACT!,X360,2008,Midway Games,0.26,0.15
4346,Star Wars Jedi Knight: Jedi Academy,XB,2003,Activision,0.34,0.1
4347,Thrillville: Off the Rails,Wii,2007,LucasArts,0.39,0.02
4348,Phoenix,2600,1981,Atari,0.42,0.02
4349,Spider-Man: Shattered Dimensions,PS3,2010,Activision,0.26,0.13
4350,F.E.A.R. 3,X360,2011,Warner Bros. Interactive Entertainment,0.3,0.11
4351,My Fashion Studio,DS,2007,Ubisoft,0.41,0.01
4352,Plants vs. Zombies: Garden Warfare 2,PS4,2016,Electronic Arts,0.17,0.21
4353,Rock Band Country Track Pack,Wii,2009,MTV Games,0.42,0
4354,Pro Evolution Soccer 2016,PS3,2015,Konami Digital Entertainment,0.08,0.18
4355,Apocalypse,PS,1998,Activision,0.25,0.17
4356,Transformers: Revenge of the Fallen (Wii & PS2 Version),DS,2009,Activision,0.27,0.14
4357,PES 2009: Pro Evolution Soccer,Wii,2009,Konami Digital Entertainment,0.09,0.26
4358,Yu-Gi-Oh! Destiny Board Traveler,GBA,2004,Konami Digital Entertainment,0.32,0.12
4359,SingStar Queen,PS3,2009,Sony Computer Entertainment,0.11,0.26
4360,God Eater 2,PSV,2013,Namco Bandai Games,0,0
4361,Samurai Warriors 3,Wii,2009,Nintendo,0.1,0.02
4362,World Soccer Winning Eleven 5 Final Evolution,PS2,2001,Konami Digital Entertainment,0,0
4363,One Piece: Pirate Warriors 3,PS4,2015,Namco Bandai Games,0.08,0.22
4364,Sphinx and the Cursed Mummy,PS2,2003,THQ,0.22,0.17
4365,Fatal Fury 2,SNES,1993,Takara,0,0
4366,Rampage World Tour,N64,1998,GT Interactive,0.36,0.08
4367,Pokemon Puzzle League,N64,2000,Nintendo,0.36,0.08
4368,Eternal Sonata,PS3,2008,Atari,0.19,0.13
4369,Dance Dance Revolution: Hottest Party 3,Wii,2009,Konami Digital Entertainment,0.26,0.14
4370,FIFA 15,3DS,2014,Electronic Arts,0.09,0.33
4371,Petz: Catz 2,Wii,2007,Ubisoft,0.41,0.01
4372,Bee Movie Game,DS,2007,Activision,0.41,0
4373,Tekken Advance,GBA,2001,Infogrames,0.32,0.12
4374,Shin Megami Tensei: Persona 3,PS2,2006,Tecmo Koei,0.22,0.03
4375,Persona,PS,1995,Atlus,0,0
4376,Band Hero,DS,2009,Activision,0.21,0.19
4377,Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012,Namco Bandai Games,0.26,0.14
4378,Hot Wheels: Stunt Track Challenge,GBA,2004,THQ,0.32,0.12
4379,Viking: Battle for Asgard,X360,2008,Sega,0.16,0.24
4380,Maze Craze: A Game of Cops 'n Robbers,2600,N/A,Atari,0.42,0.02
4381,Mobile Suit Gundam,PS,1995,Namco Bandai Games,0,0
4382,Silent Hill: Homecoming,X360,N/A,Konami Digital Entertainment,0.25,0.16
4383,SingStar Take That,PS2,2009,Sony Computer Entertainment,0,0.06
4384,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010,Sony Computer Entertainment,0.17,0.13
4385,Final Fantasy Collection,PS,1999,Square,0,0
4386,Disney Sing It! High School Musical 3: Senior Year,PS2,2008,Disney Interactive Studios,0.09,0.02
4387,NBA Live 10,X360,2009,Electronic Arts,0.4,0.02
4388,Samurai Warriors: Xtreme Legends,PS2,2004,Tecmo Koei,0.04,0.03
4389,Tony Hawk's Proving Ground,PS3,2007,Activision,0.36,0.05
4390,NHL FaceOff,PS,1994,Sony Computer Entertainment,0.25,0.17
4391,WWE WrestleMania 21,XB,2005,THQ,0.34,0.1
4392,Brunswick Pro Bowling,X360,2010,505 Games,0.38,0.04
4393,Worms: Open Warfare 2,PSP,2007,THQ,0.04,0.26
4394,NBA Live 2005,GC,2004,Electronic Arts,0.35,0.09
